performance_id,student_id,subject_id,marks_obtained,total_marks,grade,exam_type,exam_date,teacher_id,remarks
343,6168,44,52.52,100,D,Final,2024-07-20,751,Like spring book than benefit both probably.
344,10888,132,88.44,100,B,Final,2024-10-02,941,Edge customer stay clearly remember.
345,15147,490,51.0,100,B,Final,2024-12-11,530,Know building shake middle.
346,17967,264,73.21,100,A,Final,2024-08-12,643,Suffer close president far eat.
347,18282,448,37.59,100,B,Midterm,2024-12-28,61,Buy cultural same his eat.
348,2652,307,46.44,100,B,Midterm,2024-10-10,503,Impact walk sit.
349,17212,62,46.42,100,D,Midterm,2024-03-12,256,Particularly machine member land.
350,5663,168,33.54,100,F,Quiz,2025-01-18,117,Now accept goal theory life student.
351,2781,332,74.06,100,F,Quiz,2024-07-18,120,Physical world approach quickly movie leave.
352,5421,378,43.99,100,D,Midterm,2024-04-19,904,Cultural professional truth night.
353,11882,436,9.54,100,A,Final,2024-09-29,515,Southern machine less doctor city.
354,8720,160,12.68,100,D,Final,2024-04-24,446,At writer race Congress particular building.
355,637,32,25.4,100,B,Final,2024-02-29,623,Own investment itself its imagine.
356,14542,452,41.13,100,D,Midterm,2024-05-29,189,Party trade meeting describe challenge cell.
357,11096,132,29.83,100,C,Quiz,2024-04-27,309,Research you everybody their reality far former yes.
358,14433,291,66.46,100,C,Midterm,2025-01-08,610,Bring main mind serve whose newspaper strategy father.
359,12811,33,25.43,100,F,Midterm,2024-05-08,994,Carry whom edge style senior like campaign.
360,2187,425,65.93,100,C,Midterm,2024-08-08,710,Available beautiful about prepare.
361,19251,490,2.15,100,C,Quiz,2024-04-03,308,Kitchen organization left machine sea goal.
362,10200,439,57.15,100,B,Quiz,2024-09-09,762,Foreign nor however gun though range.
363,12260,75,82.83,100,D,Final,2024-11-01,253,Training baby dream property seat.
364,18077,463,82.51,100,D,Quiz,2024-04-20,223,Table if movement husband they than school few.
365,19074,500,88.48,100,A,Final,2024-04-01,923,Bill job develop.
366,13229,200,74.3,100,D,Final,2025-01-27,719,Popular marriage those knowledge another.
367,4973,434,25.68,100,C,Midterm,2024-11-11,15,Skill mouth plan gun race.
368,7885,54,83.78,100,C,Final,2024-10-22,604,Probably election air image fact now owner heavy.
369,19456,253,0.91,100,C,Quiz,2024-12-08,68,Member why only important.
370,3358,68,27.75,100,A,Final,2024-07-30,449,Body movie film unit.
371,18045,120,43.56,100,C,Midterm,2024-06-29,692,Crime season this not just.
372,13813,377,51.16,100,A,Quiz,2024-04-23,143,Toward treatment check door box.
373,4793,236,11.98,100,D,Final,2024-07-03,176,Notice piece most learn ask floor quite.
374,6761,439,90.78,100,B,Final,2025-01-16,185,Across early perhaps a every.
375,13747,1,8.49,100,D,Midterm,2024-10-27,880,Kid voice western herself.
376,13654,176,33.58,100,A,Midterm,2024-04-03,131,Girl school people world writer.
377,14242,51,18.99,100,C,Midterm,2024-12-09,845,Research sing economic note they.
378,14825,472,84.53,100,A,Midterm,2024-07-12,688,Step modern computer represent.
379,18050,66,21.38,100,B,Quiz,2024-02-14,643,Perhaps picture wind keep cut team purpose candidate.
380,1883,27,16.61,100,B,Midterm,2024-06-16,283,Who traditional service board.
381,13077,242,73.42,100,A,Final,2024-10-23,97,Individual no traditional sit leg fill.
382,17844,474,77.1,100,C,Midterm,2024-04-22,239,Meeting suffer popular explain record budget nearly.
383,3710,390,7.75,100,D,Final,2024-03-08,714,Detail near everything major card every.
384,16617,113,32.37,100,D,Midterm,2024-08-23,974,Attention first team professor modern black everyone.
385,18205,452,46.07,100,B,Quiz,2024-02-15,110,Manage dog suffer sit none head six.
386,16681,133,54.29,100,B,Midterm,2024-10-17,388,Account from his his various smile.
387,9427,289,15.07,100,C,Midterm,2024-07-08,841,Affect American determine.
388,19233,213,25.34,100,F,Final,2024-08-25,770,Allow type view letter investment step.
389,2069,194,38.4,100,F,Midterm,2024-05-05,736,Benefit class range production line.
390,1545,107,99.47,100,B,Midterm,2024-12-19,445,Their where material and.
391,18091,366,78.15,100,A,Final,2024-07-22,4,Social myself reason rather really.
392,3135,263,15.59,100,A,Quiz,2024-10-02,844,Stuff kind when project read.
393,10958,173,48.94,100,A,Midterm,2024-06-03,971,Price research home rest eye.
394,12049,52,17.84,100,F,Quiz,2024-10-18,196,Brother whole get base activity.
395,6391,149,1.52,100,A,Final,2024-11-14,589,Green nearly blood reality.
396,2372,304,90.15,100,C,Quiz,2024-03-29,727,Long medical space break body.
397,11203,323,36.57,100,D,Final,2024-07-23,755,It anything state pull.
398,12722,476,58.19,100,D,Midterm,2024-08-15,353,Others difference but operation camera.
399,6608,211,45.13,100,A,Midterm,2024-06-29,498,Imagine phone seem soldier agree.
400,4026,384,13.63,100,B,Final,2024-06-07,999,Before discover approach company address let concern.
401,12019,354,97.15,100,C,Midterm,2024-12-03,648,Either evening language together western.
402,14561,175,38.06,100,F,Quiz,2024-02-09,968,Rise issue thank left real would.
403,5660,107,99.44,100,A,Midterm,2024-11-23,190,Community air section place project.
404,9587,92,12.91,100,D,Midterm,2024-12-26,413,Form significant suffer individual top result listen environment.
405,12618,160,22.8,100,B,Quiz,2024-05-18,748,Exactly listen free consider draw prove claim dream.
406,6312,377,79.94,100,C,Midterm,2025-01-30,831,Manage after magazine deep.
407,19640,319,62.02,100,B,Midterm,2024-09-29,68,Thousand class dream rate then issue business.
408,2252,163,13.35,100,F,Midterm,2024-11-13,453,Nothing have pull say nation.
409,286,430,79.35,100,F,Quiz,2024-12-04,593,Area throughout student physical blue of cause more.
410,6958,372,5.55,100,D,Final,2024-08-22,646,Hospital section garden spend might finish provide.
411,8411,65,4.75,100,A,Quiz,2024-03-04,792,Story trouble place threat.
412,3062,256,92.02,100,B,Midterm,2024-04-28,42,Full college eye project.
413,2550,21,61.26,100,A,Midterm,2024-12-17,979,Remember director risk.
414,8599,201,3.59,100,C,Midterm,2024-12-23,664,Certain music market thus appear.
415,1535,160,58.54,100,D,Final,2024-08-25,548,Mind institution she measure others similar become try.
416,13124,364,34.64,100,A,Midterm,2024-03-05,562,Group check lead style today American.
417,19569,184,21.06,100,B,Midterm,2024-04-25,471,Since trade power.
418,17345,118,82.6,100,B,Quiz,2024-09-14,615,Light safe into.
419,268,86,34.05,100,B,Midterm,2024-12-01,315,Play activity boy on song pretty.
420,8778,271,54.38,100,A,Final,2024-09-15,792,Star end change somebody bar.
421,13410,307,81.71,100,D,Final,2024-11-11,474,Whole long marriage design spring choice.
422,15504,407,39.89,100,C,Midterm,2024-07-05,586,Watch boy support billion still sea.
423,11551,493,59.61,100,B,Quiz,2024-12-26,581,Need save bag result.
424,3278,132,42.37,100,A,Midterm,2024-11-05,895,Before quality him describe.
425,9682,176,68.37,100,C,Final,2024-11-09,268,Heart turn general wall who mission.
426,19070,361,68.04,100,A,Midterm,2024-03-16,416,Available sport recognize make.
427,1117,373,50.93,100,D,Quiz,2024-03-20,698,Campaign card hope face bed.
428,3950,286,15.81,100,B,Midterm,2024-06-13,659,But young appear himself ball reflect girl see.
429,8735,348,27.1,100,F,Final,2025-01-16,286,Onto southern century.
430,14880,404,80.43,100,C,Quiz,2024-05-24,312,Tax just hospital meet allow.
431,17212,182,78.52,100,D,Quiz,2024-05-13,811,Idea church article commercial as economy without.
432,10171,155,97.06,100,A,Quiz,2024-08-19,269,Area half dark member.
433,5804,61,62.93,100,D,Midterm,2024-10-24,636,Pick college discover ahead process without the.
434,19216,48,25.67,100,D,Quiz,2024-09-30,57,Site language its conference dark organization.
435,15718,33,21.94,100,F,Midterm,2024-04-13,277,Civil bag right leave total difficult education find.
436,7678,463,53.51,100,D,Final,2024-02-15,805,Society population apply never economic.
437,9229,340,39.66,100,B,Midterm,2024-09-04,751,Should lawyer skill yourself.
438,19697,181,32.26,100,C,Quiz,2024-11-28,947,Image face account simple step letter knowledge arm.
439,4827,459,33.51,100,F,Midterm,2024-11-17,857,Because mention glass difficult practice.
440,6816,227,17.28,100,A,Final,2024-12-02,814,Certain have economic performance now exist computer.
441,15355,226,63.85,100,B,Midterm,2024-03-20,967,Resource great drop become Mrs trade.
442,15102,288,2.64,100,F,Quiz,2024-06-26,743,Dream image never check among.
443,7008,131,40.03,100,D,Midterm,2024-12-02,53,Gas value involve today section beautiful.
444,15692,176,96.86,100,B,Quiz,2025-01-19,119,Arrive fall majority success.
445,19641,45,76.08,100,F,Midterm,2024-06-22,563,Budget realize state figure happy.
446,5184,265,93.48,100,F,Midterm,2024-09-29,523,Movie minute election PM thousand at.
447,6907,453,91.82,100,C,Midterm,2024-12-29,454,Early on process chance resource.
448,7741,319,50.04,100,F,Quiz,2024-10-23,962,Develop responsibility add happen up everyone.
449,10547,174,1.09,100,A,Final,2024-10-09,522,Especially before shoulder matter low set read.
450,3899,178,9.39,100,A,Final,2024-12-27,425,One end box heavy four.
451,4362,236,96.92,100,C,Final,2024-08-26,789,Happen owner shoulder fill.
452,13336,83,7.14,100,D,Midterm,2024-06-06,692,Foreign bar result vote Republican.
453,15141,449,71.55,100,C,Midterm,2024-05-19,838,Along information national care.
454,16561,425,12.31,100,C,Final,2025-01-03,893,Usually mission enjoy system analysis book both.
455,11882,210,86.85,100,C,Midterm,2024-09-26,727,Direction Mrs rather court.
456,8800,304,60.25,100,C,Midterm,2024-06-20,666,Behind east beat color free key become.
457,1147,36,29.61,100,D,Quiz,2024-08-07,218,Rise off back chair see give.
458,8000,279,26.16,100,C,Final,2024-07-11,342,Want when laugh sport old effort majority.
459,109,46,12.51,100,B,Midterm,2024-11-24,76,Maybe just manager more across difference company.
460,17080,332,96.01,100,C,Quiz,2024-09-30,103,Her side write enter north their manage while.
461,6701,41,12.81,100,A,Final,2024-06-01,898,Itself fall short.
462,19879,126,5.59,100,F,Quiz,2024-05-12,633,Board key simply agent deal seat check.
463,7675,13,99.72,100,B,Quiz,2024-05-20,945,Economic often how since cost someone.
464,6073,78,71.23,100,B,Quiz,2025-01-26,978,Shoulder find wait student usually remember total.
465,10118,450,6.91,100,D,Final,2024-07-09,418,Center leg doctor son pick condition.
466,19403,225,4.56,100,D,Quiz,2024-02-19,207,Wait use recognize.
467,17941,82,55.27,100,D,Quiz,2024-08-14,419,Player result which ground.
468,14693,149,6.04,100,A,Quiz,2024-07-28,8,Early sense type that chair travel.
469,19607,484,98.84,100,D,Final,2024-12-25,227,Note wide decision outside.
470,10740,354,85.23,100,F,Quiz,2024-08-28,420,Network require clearly reality own focus.
471,6072,188,66.57,100,F,Final,2024-10-08,606,Quickly what recognize information.
472,598,375,11.53,100,A,Midterm,2025-01-15,373,Reveal late property white.
473,10893,470,18.89,100,A,Midterm,2024-09-05,347,Front similar in condition art must subject happy.
474,7267,130,68.46,100,B,Final,2024-11-22,747,Attack visit international century.
475,8469,200,42.95,100,B,Final,2025-01-01,64,Return area rich people.
476,13966,244,63.47,100,D,Final,2024-03-31,298,Develop important really building.
477,750,108,62.98,100,C,Quiz,2024-12-29,180,Manager newspaper indicate brother.
478,6013,62,7.4,100,C,Final,2025-01-24,976,Education apply eye else lawyer.
479,16181,93,1.88,100,C,Final,2025-01-05,328,Remember recognize she than factor job move.
480,7442,84,10.08,100,F,Final,2025-01-08,901,Begin or right mouth goal time travel key.
481,11528,163,0.08,100,D,Quiz,2024-07-10,292,Until decide tax there.
482,12039,8,35.26,100,F,Midterm,2024-05-14,745,Character support perhaps threat.
483,12839,28,46.26,100,B,Quiz,2024-03-29,515,Feeling activity left which crime act office.
484,9239,401,57.82,100,B,Quiz,2024-08-20,154,Throw section laugh author.
485,17436,325,96.78,100,D,Final,2024-05-26,518,Policy tell popular back under left.
486,18957,271,1.45,100,A,Final,2024-12-11,648,Itself happy college think husband answer.
487,11159,482,76.88,100,B,Quiz,2024-12-29,353,Condition answer computer knowledge series.
488,9343,489,31.16,100,B,Midterm,2024-08-15,322,Remain through television else.
489,5724,339,21.13,100,D,Midterm,2025-01-23,972,Brother short PM yourself.
490,8343,445,94.65,100,A,Final,2024-05-30,849,Evening area sit.
491,7654,335,44.52,100,D,Quiz,2024-03-01,166,Event mind within scene training true become.
492,16273,468,26.07,100,B,Midterm,2024-07-10,47,Hear a billion church.
493,11454,28,18.32,100,F,Final,2024-07-17,824,List nor clearly huge no just.
494,153,454,94.45,100,F,Quiz,2024-12-16,233,Yeah half evidence military campaign time environment.
495,19730,466,44.28,100,F,Quiz,2024-11-15,866,Nor hotel sing seven sense.
496,2731,25,93.1,100,F,Final,2024-08-03,600,Who party any instead for debate.
497,3287,481,34.81,100,F,Midterm,2025-01-27,759,Good growth weight traditional ever.
498,11757,443,26.52,100,C,Quiz,2024-05-15,776,Measure guy knowledge little.
499,14652,268,28.26,100,A,Final,2025-01-16,108,Easy bank short approach modern become.
500,10070,256,96.78,100,C,Midterm,2024-10-28,697,Within reality wall other able.
501,16785,441,75.72,100,F,Final,2024-05-18,500,Let power energy must yet in.
502,18887,389,34.93,100,A,Final,2024-05-27,715,Grow budget administration little practice pass none.
503,13127,313,58.88,100,B,Midterm,2024-12-05,606,Keep wear hear chance.
504,3757,479,64.58,100,D,Quiz,2024-12-11,787,Seat meeting land threat among.
505,19082,18,62.86,100,D,Quiz,2024-12-02,537,Without everything project green throughout day some history.
506,9240,346,1.38,100,D,Final,2024-11-17,707,Allow beyond spring style.
507,7722,118,1.15,100,F,Quiz,2024-05-24,953,Dinner north design open what detail car morning.
508,19065,159,47.09,100,F,Midterm,2025-01-05,313,Tax production nothing Republican.
509,3358,463,31.44,100,F,Midterm,2024-09-09,786,Program community research skill performance interesting shake discover.
510,16427,155,13.86,100,D,Final,2024-10-01,842,Land score with but describe memory.
511,14966,143,10.25,100,C,Midterm,2024-10-31,798,Its keep someone ok they decade.
512,14569,144,91.76,100,D,Final,2024-09-25,570,Where coach measure here Democrat.
513,11257,424,41.92,100,D,Midterm,2024-04-25,387,At course blood decide.
514,9718,122,39.71,100,A,Midterm,2024-02-07,981,Continue design provide give field on process wait.
515,13266,413,51.79,100,F,Final,2024-07-11,900,Serious culture get decision military degree.
516,4531,160,7.09,100,D,Midterm,2024-07-19,441,Remain affect pattern hard.
517,17110,253,30.08,100,F,Midterm,2024-04-12,323,Right important land away effect.
518,13330,327,24.8,100,B,Midterm,2024-04-09,333,Brother number girl social to prevent close.
519,2878,6,12.26,100,A,Midterm,2024-05-20,170,Involve expect despite my feeling interesting some sea.
520,18242,268,20.31,100,A,Final,2024-12-30,586,Him drive argue thank song friend.
521,2216,139,7.66,100,A,Midterm,2024-10-14,760,Phone first investment establish point early person.
522,4235,24,80.66,100,D,Final,2025-01-03,479,Large plant with under floor more three listen.
523,8461,359,56.01,100,C,Quiz,2024-08-06,487,Each rule fast among.
524,18634,224,9.65,100,F,Final,2024-03-17,908,Tv happen enough child front suffer more.
525,4243,97,77.87,100,A,Midterm,2024-05-13,757,Political leave blood paper building his.
526,2220,89,25.76,100,F,Midterm,2024-11-17,269,Art seven name.
527,15658,384,0.87,100,A,Quiz,2024-05-11,511,Bit must should contain.
528,1416,300,18.04,100,F,Quiz,2024-09-03,806,Everyone tell key.
529,11896,230,26.92,100,B,Final,2025-01-27,711,More offer picture week apply property.
530,9441,84,33.01,100,B,Quiz,2025-01-08,318,Sort plant gun respond behind here various.
531,15133,32,94.73,100,D,Quiz,2024-04-16,900,Start bed what war.
532,3542,323,31.84,100,C,Final,2024-10-16,416,Herself man social type.
533,14300,311,62.59,100,A,Final,2024-07-26,794,Front herself instead from arm issue.
534,5711,293,45.91,100,B,Midterm,2024-07-04,718,Theory oil space statement range everyone door church.
535,3806,369,93.2,100,D,Midterm,2024-02-23,521,Add beat information fear reveal spring time.
536,13443,483,69.23,100,B,Final,2025-01-08,774,Writer exist doctor head fight husband continue car.
537,9065,180,23.06,100,D,Final,2024-07-01,896,Walk tell design most baby she generation.
538,1534,282,17.24,100,A,Quiz,2025-01-17,206,Reflect others over example live knowledge.
